Customer_ID,Status_Checking_Acc,Duration_in_Months,Credit_History,Purposre_Credit_Taken,Credit_Amount,Savings_Acc,Years_At_Present_Employment,Inst_Rt_Income,Marital_Status_Gender,Other_Debtors_Guarantors,Current_Address_Yrs,Property,Age,Other_Inst_Plans ,Housing,Num_CC,Job,Dependents,Telephone,Foreign_Worker,Default_On_Payment,Count
102260,NA,11,critical account/other credits existing(not at this bank),radio/television,1154,1000 <= 5000, unemployed,4,female : divorced/separated/married, none,4,0<=100001,57,none,own,3,unskilled - resident,1,none,yes,0,1
102261,<0,12,existing credits paid back duly till now,furniture/equipment,1657,<1000,1 < = < 4 years,2,male : single, none,2,0<=100001,27,none,own,1,skilled employee / official,1,none,yes,0,1
102262,<0,24,existing credits paid back duly till now,radio/television,1603,<1000,>= 7 years,4,female : divorced/separated/married, none,4,0<=100003,55,none,own,1,skilled employee / official,1,none,yes,0,1
102263,<0,18,critical account/other credits existing(not at this bank),car (new),5302,<1000,>= 7 years,2,male : single, none,4,0<=100004,36,none,for free,3,management/ self-employed/ highly qualified employee/ officer,1,yes; registered under the customer�s name,yes,0,1
102264,NA,12,critical account/other credits existing(not at this bank),education,2748,<1000,>= 7 years,2,female : divorced/separated/married, none,4,0<=100004,57,bank,for free,3,unskilled - resident,1,none,yes,0,1
102265,NA,10,critical account/other credits existing(not at this bank),car (new),1231,<1000,>= 7 years,3,male : single, none,4,0<=100001,32,none,own,2,unskilled - resident,2,none,no,0,1
102266,0<=10000,15,existing credits paid back duly till now,radio/television,802,<1000,>= 7 years,4,male : single, none,3,0<=100003,37,none,own,1,skilled employee / official,2,none,yes,1,1
102267,NA,36,critical account/other credits existing(not at this bank),business,6304,unknown/ no savings account,>= 7 years,4,male : single, none,4,0<=100001,36,none,own,2,skilled employee / official,1,none,yes,0,1
102268,NA,24,existing credits paid back duly till now,radio/television,1533,<1000,< 1 year,4,female : divorced/separated/married, none,3,0<=100003,38,stores,own,1,skilled employee / official,1,yes; registered under the customer�s name,yes,0,1
102269,<0,14,existing credits paid back duly till now,car (new),8978,<1000,>= 7 years,1,male : divorced/separated, none,4,0<=100002,45,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,yes; registered under the customer�s name,no,1,1
102270,NA,24,existing credits paid back duly till now,radio/television,999,unknown/ no savings account,>= 7 years,4,male : single, none,2,0<=100003,25,none,own,2,skilled employee / official,1,none,yes,0,1
102271,NA,18,existing credits paid back duly till now,car (new),2662,unknown/ no savings account,4 < = < 7 years,4,male : single, none,3,0<=100002,32,none,own,1,skilled employee / official,1,none,no,0,1
102272,NA,12,critical account/other credits existing(not at this bank),furniture/equipment,1402,5000 <= 10000,4 < = < 7 years,3,female : divorced/separated/married, none,4,0<=100003,37,none,rent,1,skilled employee / official,1,yes; registered under the customer�s name,yes,0,1
102273,0<=10000,48,all credits at this bank paid back duly ,car (new),12169,unknown/ no savings account, unemployed,4,male : single,co-applicant,4,0<=100004,36,none,for free,1,management/ self-employed/ highly qualified employee/ officer,1,yes; registered under the customer�s name,yes,0,1
102274,0<=10000,48,existing credits paid back duly till now,radio/television,3060,<1000,4 < = < 7 years,4,male : single, none,4,0<=100001,28,none,own,2,skilled employee / official,1,none,yes,1,1
102275,<0,30,existing credits paid back duly till now,repairs,11998,<1000,< 1 year,1,male : divorced/separated, none,1,0<=100004,34,none,own,1,unskilled - resident,1,yes; registered under the customer�s name,yes,1,1
102276,NA,9,existing credits paid back duly till now,radio/television,2697,<1000,1 < = < 4 years,1,male : single, none,2,0<=100001,32,none,own,1,skilled employee / official,2,none,yes,0,1
102277,NA,18,critical account/other credits existing(not at this bank),radio/television,2404,<1000,1 < = < 4 years,2,female : divorced/separated/married, none,2,0<=100003,26,none,own,2,skilled employee / official,1,none,yes,0,1
102278,<0,12,existing credits paid back duly till now,furniture/equipment,1262,unknown/ no savings account,>= 7 years,2,male : divorced/separated, none,4,0<=100002,49,none,own,1,unskilled - resident,1,yes; registered under the customer�s name,yes,0,1
102279,NA,6,existing credits paid back duly till now,furniture/equipment,4611,<1000,< 1 year,1,female : divorced/separated/married, none,4,0<=100002,32,none,own,1,skilled employee / official,1,none,yes,1,1
102280,NA,24,existing credits paid back duly till now,radio/television,1901,1000 <= 5000,1 < = < 4 years,4,male : single, none,4,0<=100003,29,none,rent,1,management/ self-employed/ highly qualified employee/ officer,1,yes; registered under the customer�s name,yes,0,1
102281,NA,15,critical account/other credits existing(not at this bank),car (used),3368,>= 10000,>= 7 years,3,male : single, none,4,0<=100004,23,none,rent,2,skilled employee / official,1,yes; registered under the customer�s name,yes,0,1
102282,NA,12,existing credits paid back duly till now,furniture/equipment,1574,<1000,1 < = < 4 years,4,male : single, none,2,0<=100001,50,none,own,1,skilled employee / official,1,none,yes,0,1
102283,> 10000,18,all credits at this bank paid back duly ,radio/television,1445,unknown/ no savings account,4 < = < 7 years,4,male : single, none,4,0<=100003,49,bank,own,1,unskilled - resident,1,none,yes,0,1
102284,NA,15,critical account/other credits existing(not at this bank),furniture/equipment,1520,unknown/ no savings account,>= 7 years,4,male : single, none,4,0<=100002,63,none,own,1,skilled employee / official,1,none,yes,0,1
102285,0<=10000,24,critical account/other credits existing(not at this bank),car (new),3878,1000 <= 5000,< 1 year,4,male : divorced/separated, none,2,0<=100003,37,none,own,1,skilled employee / official,1,yes; registered under the customer�s name,yes,0,1
102286,<0,47,existing credits paid back duly till now,car (new),10722,<1000,< 1 year,1,female : divorced/separated/married, none,1,0<=100001,35,none,own,1,unskilled - resident,1,yes; registered under the customer�s name,yes,0,1
102287,<0,48,existing credits paid back duly till now,car (used),4788,<1000,4 < = < 7 years,4,male : single, none,3,0<=100002,26,none,own,1,skilled employee / official,2,none,yes,0,1
102288,0<=10000,48,delay in paying off in the past,car (used)0,7582,1000 <= 5000, unemployed,2,male : single, none,4,0<=100004,31,none,for free,1,management/ self-employed/ highly qualified employee/ officer,1,yes; registered under the customer�s name,yes,0,1
102289,0<=10000,12,existing credits paid back duly till now,radio/television,1092,<1000,1 < = < 4 years,4,female : divorced/separated/married,guarantor,4,0<=100001,49,none,own,2,skilled employee / official,1,yes; registered under the customer�s name,yes,0,1
102290,<0,24,delay in paying off in the past,radio/television,1024,<1000,< 1 year,4,male : married/widowed, none,4,0<=100001,48,stores,own,1,skilled employee / official,1,none,yes,1,1
102291,NA,12,existing credits paid back duly till now,business,1076,<1000,1 < = < 4 years,2,male : married/widowed, none,2,0<=100001,26,none,own,1,skilled employee / official,1,yes; registered under the customer�s name,no,0,1
102292,0<=10000,36,existing credits paid back duly till now,car (used),9398,<1000,< 1 year,1,male : married/widowed, none,4,0<=100003,28,none,rent,1,management/ self-employed/ highly qualified employee/ officer,1,yes; registered under the customer�s name,yes,1,1
102293,<0,24,critical account/other credits existing(not at this bank),car (used),6419,<1000,>= 7 years,2,female : divorced/separated/married, none,4,0<=100004,44,none,for free,2,management/ self-employed/ highly qualified employee/ officer,2,yes; registered under the customer�s name,yes,0,1
102294,> 10000,42,critical account/other credits existing(not at this bank),car (used),4796,<1000,>= 7 years,4,male : single, none,4,0<=100004,56,none,for free,1,skilled employee / official,1,none,yes,0,1
102295,NA,48,critical account/other credits existing(not at this bank),business,7629,unknown/ no savings account,>= 7 years,4,male : divorced/separated, none,2,0<=100003,46,bank,own,2,management/ self-employed/ highly qualified employee/ officer,2,none,yes,0,1
102296,0<=10000,48,existing credits paid back duly till now,furniture/equipment,9960,<1000,< 1 year,1,female : divorced/separated/married, none,2,0<=100003,26,none,own,1,skilled employee / official,1,yes; registered under the customer�s name,yes,1,1
102297,NA,12,existing credits paid back duly till now,car (used),4675,unknown/ no savings account,< 1 year,1,female : divorced/separated/married, none,4,0<=100003,20,none,rent,1,skilled employee / official,1,none,yes,0,1
102298,NA,10,existing credits paid back duly till now,car (new),1287,unknown/ no savings account,>= 7 years,4,male : single,co-applicant,2,0<=100002,45,none,own,1,unskilled - resident,1,none,no,0,1
102299,NA,18,existing credits paid back duly till now,furniture/equipment,2515,<1000,1 < = < 4 years,3,male : single, none,4,0<=100001,43,none,own,1,skilled employee / official,1,yes; registered under the customer�s name,yes,0,1
102300,0<=10000,21,critical account/other credits existing(not at this bank),furniture/equipment,2745,>= 10000,4 < = < 7 years,3,male : single, none,2,0<=100003,32,none,own,2,skilled employee / official,1,yes; registered under the customer�s name,yes,0,1
102301,NA,6,existing credits paid back duly till now,car (new),672,<1000, unemployed,1,female : divorced/separated/married, none,4,0<=100001,54,none,own,1, unemployed/ unskilled - non-resident,1,yes; registered under the customer�s name,yes,0,1
102302,0<=10000,36, no credits taken/all credits paid back duly,radio/television,3804,<1000,1 < = < 4 years,4,female : divorced/separated/married, none,1,0<=100003,42,none,own,1,skilled employee / official,1,yes; registered under the customer�s name,yes,1,1
102303,> 10000,24,critical account/other credits existing(not at this bank),car (new),1344,unknown/ no savings account,4 < = < 7 years,4,male : single, none,2,0<=100001,37,bank,own,2,unskilled - resident,2,none,yes,1,1
102304,<0,10,critical account/other credits existing(not at this bank),car (new),1038,<1000,4 < = < 7 years,4,male : single,co-applicant,3,0<=100002,49,none,own,2,skilled employee / official,1,yes; registered under the customer�s name,yes,0,1
102305,NA,48,critical account/other credits existing(not at this bank),car (new),10127,5000 <= 10000,1 < = < 4 years,2,male : single, none,2,0<=100004,44,bank,for free,1,skilled employee / official,1,none,yes,1,1
102306,NA,6,existing credits paid back duly till now,furniture/equipment,1543,>= 10000,1 < = < 4 years,4,male : divorced/separated, none,2,0<=100001,33,none,own,1,skilled employee / official,1,none,yes,0,1
102307,NA,30,existing credits paid back duly till now,car (used),4811,unknown/ no savings account,4 < = < 7 years,2,female : divorced/separated/married, none,4,0<=100002,24,stores,rent,1,unskilled - resident,1,none,yes,0,1
102308,<0,12,existing credits paid back duly till now,radio/television,727,1000 <= 5000,< 1 year,4,male : married/widowed, none,3,0<=100004,33,none,own,1,unskilled - resident,1,yes; registered under the customer�s name,yes,1,1
102309,0<=10000,8,existing credits paid back duly till now,furniture/equipment,1237,<1000,1 < = < 4 years,3,female : divorced/separated/married, none,4,0<=100001,24,none,own,1,skilled employee / official,1,none,yes,1,1
102310,0<=10000,9,existing credits paid back duly till now,car (new),276,<1000,1 < = < 4 years,4,male : married/widowed, none,4,0<=100001,22,none,rent,1,unskilled - resident,1,none,yes,0,1
102311,0<=10000,48,existing credits paid back duly till now,car (used)0,5381,unknown/ no savings account, unemployed,3,male : single, none,4,0<=100004,40,bank,for free,1, unemployed/ unskilled - non-resident,1,yes; registered under the customer�s name,yes,0,1
102312,NA,24,existing credits paid back duly till now,furniture/equipment,5511,1000 <= 5000,1 < = < 4 years,4,male : single, none,1,0<=100003,25,stores,own,1,skilled employee / official,1,none,yes,0,1
102313,> 10000,24,existing credits paid back duly till now,furniture/equipment,3749,<1000,< 1 year,2,female : divorced/separated/married, none,4,0<=100003,26,none,own,1,skilled employee / official,1,none,yes,0,1
102314,0<=10000,12,existing credits paid back duly till now,car (new),685,<1000,4 < = < 7 years,2,male : married/widowed, none,3,0<=100003,25,bank,own,1,unskilled - resident,1,none,yes,1,1
102315,> 10000,4,existing credits paid back duly till now,car (new),1494,unknown/ no savings account,< 1 year,1,male : single, none,2,0<=100001,29,none,own,1,unskilled - resident,2,none,no,0,1
102316,<0,36,all credits at this bank paid back duly ,furniture/equipment,2746,<1000,>= 7 years,4,male : single, none,4,0<=100003,31,bank,own,1,skilled employee / official,1,none,yes,1,1
102317,<0,12,existing credits paid back duly till now,furniture/equipment,708,<1000,1 < = < 4 years,2,male : single,guarantor,3,0<=100002,38,none,own,1,unskilled - resident,2,none,yes,0,1
102318,0<=10000,24,existing credits paid back duly till now,furniture/equipment,4351,unknown/ no savings account,1 < = < 4 years,1,female : divorced/separated/married, none,4,0<=100002,48,none,own,1,unskilled - resident,1,yes; registered under the customer�s name,yes,0,1
102319,NA,12,critical account/other credits existing(not at this bank),education,701,<1000,1 < = < 4 years,4,male : single, none,2,0<=100003,32,none,own,2,skilled employee / official,1,none,yes,0,1
102320,<0,15,delay in paying off in the past,furniture/equipment,3643,<1000,>= 7 years,1,female : divorced/separated/married, none,4,0<=100002,27,none,own,2,unskilled - resident,1,none,yes,0,1
102321,0<=10000,30,critical account/other credits existing(not at this bank),car (new),4249,<1000, unemployed,4,male : married/widowed, none,2,0<=100003,28,none,own,2,management/ self-employed/ highly qualified employee/ officer,1,none,yes,1,1
102322,<0,24,existing credits paid back duly till now,radio/television,1938,<1000,< 1 year,4,male : divorced/separated, none,3,0<=100002,32,none,own,1,skilled employee / official,1,none,yes,1,1
102323,<0,24,existing credits paid back duly till now,car (used),2910,<1000,4 < = < 7 years,2,male : single, none,1,0<=100004,34,none,for free,1,management/ self-employed/ highly qualified employee/ officer,1,yes; registered under the customer�s name,yes,0,1
102324,<0,18,existing credits paid back duly till now,furniture/equipment,2659,>= 10000,1 < = < 4 years,4,male : single, none,2,0<=100003,28,none,own,1,skilled employee / official,1,none,yes,0,1
102325,NA,18,critical account/other credits existing(not at this bank),car (new),1028,<1000,1 < = < 4 years,4,female : divorced/separated/married, none,3,0<=100001,36,none,own,2,skilled employee / official,1,none,yes,0,1
102326,<0,8,critical account/other credits existing(not at this bank),car (new),3398,<1000,4 < = < 7 years,1,male : single, none,4,0<=100001,39,none,own,2,unskilled - resident,1,none,no,0,1
102327,NA,12,critical account/other credits existing(not at this bank),furniture/equipment,5801,unknown/ no savings account,>= 7 years,2,male : single, none,4,0<=100002,49,none,rent,1,skilled employee / official,1,yes; registered under the customer�s name,yes,0,1
102328,NA,24,existing credits paid back duly till now,car (new),1525,>= 10000,4 < = < 7 years,4,female : divorced/separated/married, none,3,0<=100003,34,none,own,1,skilled employee / official,2,yes; registered under the customer�s name,yes,0,1
102329,> 10000,36,existing credits paid back duly till now,radio/television,4473,<1000,>= 7 years,4,male : single, none,2,0<=100003,31,none,own,1,skilled employee / official,1,none,yes,0,1
102330,0<=10000,6,existing credits paid back duly till now,radio/television,1068,<1000,>= 7 years,4,male : single, none,4,0<=100003,28,none,own,1,skilled employee / official,2,none,yes,0,1
102331,<0,24,critical account/other credits existing(not at this bank),car (used),6615,<1000, unemployed,2,male : single, none,4,0<=100004,75,none,for free,2,management/ self-employed/ highly qualified employee/ officer,1,yes; registered under the customer�s name,yes,0,1
102332,NA,18,critical account/other credits existing(not at this bank),education,1864,1000 <= 5000,1 < = < 4 years,4,female : divorced/separated/married, none,2,0<=100001,30,none,own,2,skilled employee / official,1,none,yes,1,1
102333,0<=10000,60,existing credits paid back duly till now,car (new),7408,1000 <= 5000,< 1 year,4,female : divorced/separated/married, none,2,0<=100002,24,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,none,yes,1,1
102334,NA,48,critical account/other credits existing(not at this bank),car (used),11590,1000 <= 5000,1 < = < 4 years,2,female : divorced/separated/married, none,4,0<=100003,24,bank,rent,2,unskilled - resident,1,none,yes,1,1
102335,<0,24, no credits taken/all credits paid back duly,furniture/equipment,4110,<1000,>= 7 years,3,male : single, none,4,0<=100004,23,bank,rent,2,skilled employee / official,2,none,yes,1,1
102336,<0,6,critical account/other credits existing(not at this bank),furniture/equipment,3384,<1000,1 < = < 4 years,1,male : divorced/separated, none,4,0<=100001,44,none,rent,1,management/ self-employed/ highly qualified employee/ officer,1,yes; registered under the customer�s name,yes,1,1
102337,0<=10000,13,existing credits paid back duly till now,radio/television,2101,<1000,< 1 year,2,female : divorced/separated/married,guarantor,4,0<=100002,23,none,own,1,unskilled - resident,1,none,yes,0,1
102338,<0,15,existing credits paid back duly till now,domestic appliances,1275,unknown/ no savings account,1 < = < 4 years,4,female : divorced/separated/married, none,2,0<=100003,24,none,rent,1,skilled employee / official,1,none,yes,1,1
102339,<0,24,existing credits paid back duly till now,furniture/equipment,4169,<1000,1 < = < 4 years,4,male : single, none,4,0<=100002,28,none,own,1,skilled employee / official,1,none,yes,0,1
102340,0<=10000,10,existing credits paid back duly till now,furniture/equipment,1521,<1000,1 < = < 4 years,4,male : divorced/separated, none,2,0<=100003,31,none,own,1,unskilled - resident,1,none,yes,0,1
102341,0<=10000,24,critical account/other credits existing(not at this bank),education,5743,<1000,< 1 year,2,female : divorced/separated/married, none,4,0<=100004,24,none,for free,2,skilled employee / official,1,yes; registered under the customer�s name,yes,0,1
102342,<0,21,existing credits paid back duly till now,furniture/equipment,3599,<1000,4 < = < 7 years,1,female : divorced/separated/married, none,4,0<=100003,26,none,rent,1,unskilled - resident,1,none,yes,0,1
102343,0<=10000,18,existing credits paid back duly till now,radio/television,3213,5000 <= 10000,< 1 year,1,male : married/widowed, none,3,0<=100001,25,none,rent,1,skilled employee / official,1,none,yes,0,1
102344,0<=10000,18,existing credits paid back duly till now,business,4439,<1000,>= 7 years,1,male : single,co-applicant,1,0<=100001,33,bank,own,1,management/ self-employed/ highly qualified employee/ officer,1,yes; registered under the customer�s name,yes,0,1
102345,> 10000,10,existing credits paid back duly till now,car (new),3949,<1000,< 1 year,1,male : single,guarantor,1,0<=100002,37,none,own,1,unskilled - resident,2,none,yes,0,1
102346,NA,15,critical account/other credits existing(not at this bank),radio/television,1459,<1000,1 < = < 4 years,4,female : divorced/separated/married, none,2,0<=100003,43,none,own,1,unskilled - resident,1,none,yes,0,1
102347,0<=10000,13,critical account/other credits existing(not at this bank),radio/television,882,<1000,< 1 year,4,male : single,guarantor,4,0<=100001,23,none,own,2,skilled employee / official,1,none,yes,0,1
102348,0<=10000,24,existing credits paid back duly till now,radio/television,3758,5000 <= 10000, unemployed,1,female : divorced/separated/married, none,4,0<=100004,23,none,rent,1, unemployed/ unskilled - non-resident,1,none,yes,0,1
102349,NA,6,delay in paying off in the past,business,1743,1000 <= 5000,1 < = < 4 years,1,male : single, none,2,0<=100001,34,none,own,2,unskilled - resident,1,none,yes,0,1
102350,0<=10000,9,critical account/other credits existing(not at this bank),education,1136,>= 10000,>= 7 years,4,male : single, none,3,0<=100004,32,none,for free,2,skilled employee / official,2,none,yes,1,1
102351,NA,9,existing credits paid back duly till now,domestic appliances,1236,<1000,< 1 year,1,female : divorced/separated/married, none,4,0<=100001,23,none,rent,1,skilled employee / official,1,yes; registered under the customer�s name,yes,0,1
102352,0<=10000,9,existing credits paid back duly till now,furniture/equipment,959,<1000,1 < = < 4 years,1,female : divorced/separated/married, none,2,0<=100003,29,none,own,1,skilled employee / official,1,none,no,1,1
102353,NA,18,critical account/other credits existing(not at this bank),car (used),3229,unknown/ no savings account, unemployed,2,male : single, none,4,0<=100004,38,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,yes; registered under the customer�s name,yes,0,1
102354,<0,12, no credits taken/all credits paid back duly,radio/television,6199,<1000,1 < = < 4 years,4,male : single, none,2,0<=100002,28,none,rent,2,skilled employee / official,1,yes; registered under the customer�s name,yes,1,1
102355,NA,10,existing credits paid back duly till now,education,727,5000 <= 10000,>= 7 years,4,male : single, none,4,0<=100004,46,none,for free,1,skilled employee / official,1,yes; registered under the customer�s name,yes,0,1
102356,0<=10000,24,existing credits paid back duly till now,car (new),1246,<1000,< 1 year,4,male : single, none,2,0<=100001,23,stores,own,1,unskilled - resident,1,none,yes,1,1
102357,NA,12,critical account/other credits existing(not at this bank),radio/television,2331,unknown/ no savings account,>= 7 years,1,male : single,co-applicant,4,0<=100001,49,none,own,1,skilled employee / official,1,yes; registered under the customer�s name,yes,0,1
102358,NA,36,delay in paying off in the past,radio/television,4463,<1000,1 < = < 4 years,4,male : single, none,2,0<=100003,26,none,own,2,management/ self-employed/ highly qualified employee/ officer,1,yes; registered under the customer�s name,yes,1,1
102359,NA,12,existing credits paid back duly till now,radio/television,776,<1000,1 < = < 4 years,4,male : married/widowed, none,2,0<=100001,28,none,own,1,skilled employee / official,1,none,yes,0,1
102360,<0,30,existing credits paid back duly till now,furniture/equipment,2406,<1000,4 < = < 7 years,4,female : divorced/separated/married, none,4,0<=100001,23,none,rent,1,skilled employee / official,1,none,yes,1,1
102361,0<=10000,18,existing credits paid back duly till now,education,1239,unknown/ no savings account,1 < = < 4 years,4,male : single, none,4,0<=100004,61,none,for free,1,skilled employee / official,1,none,yes,0,1
102362,> 10000,12,existing credits paid back duly till now,radio/television,3399,unknown/ no savings account,>= 7 years,2,male : single, none,3,0<=100003,37,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,none,yes,0,1
102363,> 10000,12,delay in paying off in the past,car (new),2247,<1000,1 < = < 4 years,2,female : divorced/separated/married, none,2,0<=100003,36,stores,own,2,skilled employee / official,1,yes; registered under the customer�s name,yes,0,1
102364,NA,6,existing credits paid back duly till now,furniture/equipment,1766,<1000,1 < = < 4 years,1,male : married/widowed, none,2,0<=100002,21,none,rent,1,skilled employee / official,1,none,yes,0,1
102365,<0,18,existing credits paid back duly till now,furniture/equipment,2473,<1000, unemployed,4,male : single, none,1,0<=100003,25,none,own,1, unemployed/ unskilled - non-resident,1,none,yes,1,1
102366,NA,12,existing credits paid back duly till now,business,1542,<1000,4 < = < 7 years,2,male : single, none,4,0<=100003,36,none,own,1,skilled employee / official,1,yes; registered under the customer�s name,yes,0,1
102367,NA,18,critical account/other credits existing(not at this bank),car (used),3850,<1000,4 < = < 7 years,3,male : single, none,1,0<=100003,27,none,own,2,skilled employee / official,1,none,yes,0,1
102368,<0,18,existing credits paid back duly till now,furniture/equipment,3650,<1000,< 1 year,1,female : divorced/separated/married, none,4,0<=100003,22,none,rent,1,skilled employee / official,1,none,yes,0,1
102369,<0,36,existing credits paid back duly till now,furniture/equipment,3446,<1000,>= 7 years,4,male : single, none,2,0<=100003,42,none,own,1,skilled employee / official,2,none,yes,1,1
102370,0<=10000,18,existing credits paid back duly till now,furniture/equipment,3001,<1000,4 < = < 7 years,2,female : divorced/separated/married, none,4,0<=100001,40,none,rent,1,skilled employee / official,1,none,yes,0,1
102371,NA,36,existing credits paid back duly till now,car (new),3079,unknown/ no savings account,1 < = < 4 years,4,male : single, none,4,0<=100001,36,none,own,1,skilled employee / official,1,none,yes,0,1
102372,NA,18,critical account/other credits existing(not at this bank),radio/television,6070,<1000,>= 7 years,3,male : single, none,4,0<=100003,33,none,own,2,skilled employee / official,1,yes; registered under the customer�s name,yes,0,1
102373,NA,10,critical account/other credits existing(not at this bank),furniture/equipment,2146,<1000,< 1 year,1,female : divorced/separated/married, none,3,0<=100001,23,none,rent,2,skilled employee / official,1,none,yes,0,1
102374,NA,60,critical account/other credits existing(not at this bank),car (new),13756,unknown/ no savings account,>= 7 years,2,male : single, none,4,0<=100004,63,bank,for free,1,management/ self-employed/ highly qualified employee/ officer,1,yes; registered under the customer�s name,yes,0,1
102375,0<=10000,60,all credits at this bank paid back duly ,car (used)0,14782,1000 <= 5000,>= 7 years,3,female : divorced/separated/married, none,4,0<=100004,60,bank,for free,2,management/ self-employed/ highly qualified employee/ officer,1,yes; registered under the customer�s name,yes,1,1
102376,<0,48,all credits at this bank paid back duly ,business,7685,<1000,4 < = < 7 years,2,female : divorced/separated/married,guarantor,4,0<=100003,37,none,rent,1,skilled employee / official,1,none,yes,1,1
102377,NA,18,delay in paying off in the past,radio/television,2320,<1000, unemployed,2,male : married/widowed, none,3,0<=100001,34,none,own,2,skilled employee / official,1,none,yes,0,1
102378,NA,7,delay in paying off in the past,radio/television,846,unknown/ no savings account,>= 7 years,3,male : single, none,4,0<=100004,36,none,for free,1,skilled employee / official,1,none,yes,0,1
102379,0<=10000,36,existing credits paid back duly till now,car (new),14318,<1000,>= 7 years,4,male : single, none,2,0<=100004,57,none,for free,1,management/ self-employed/ highly qualified employee/ officer,1,yes; registered under the customer�s name,yes,1,1
102380,NA,6,critical account/other credits existing(not at this bank),car (new),362,1000 <= 5000,1 < = < 4 years,4,female : divorced/separated/married, none,4,0<=100003,52,none,own,2,unskilled - resident,1,none,yes,0,1
102381,<0,20,existing credits paid back duly till now,furniture/equipment,2212,unknown/ no savings account,4 < = < 7 years,4,male : single, none,4,0<=100003,39,none,own,1,skilled employee / official,1,yes; registered under the customer�s name,yes,0,1
102382,0<=10000,18,existing credits paid back duly till now,car (used),12976,<1000, unemployed,3,female : divorced/separated/married, none,4,0<=100004,38,none,for free,1,management/ self-employed/ highly qualified employee/ officer,1,yes; registered under the customer�s name,yes,1,1
102383,NA,22,existing credits paid back duly till now,car (new),1283,unknown/ no savings account,4 < = < 7 years,4,female : divorced/separated/married, none,4,0<=100002,25,none,rent,1,skilled employee / official,1,none,yes,0,1
102384,> 10000,12,existing credits paid back duly till now,car (new),1330,<1000,< 1 year,4,male : single, none,1,0<=100001,26,none,own,1,skilled employee / official,1,none,yes,0,1
102385,NA,30,delay in paying off in the past,business,4272,1000 <= 5000,1 < = < 4 years,2,male : single, none,2,0<=100002,26,none,own,2,unskilled - resident,1,none,yes,0,1
102386,NA,18,critical account/other credits existing(not at this bank),radio/television,2238,<1000,1 < = < 4 years,2,female : divorced/separated/married, none,1,0<=100003,25,none,own,2,skilled employee / official,1,none,yes,0,1
102387,NA,18,existing credits paid back duly till now,radio/television,1126,unknown/ no savings account,< 1 year,4,female : divorced/separated/married, none,2,0<=100001,21,none,rent,1,skilled employee / official,1,yes; registered under the customer�s name,yes,0,1
102388,0<=10000,18,critical account/other credits existing(not at this bank),furniture/equipment,7374,<1000, unemployed,4,male : single, none,4,0<=100002,40,stores,own,2,management/ self-employed/ highly qualified employee/ officer,1,yes; registered under the customer�s name,yes,0,1
102389,0<=10000,15,critical account/other credits existing(not at this bank),business,2326,5000 <= 10000,1 < = < 4 years,2,male : single, none,4,0<=100003,27,bank,own,1,skilled employee / official,1,none,yes,0,1
102390,NA,9,existing credits paid back duly till now,business,1449,<1000,4 < = < 7 years,3,female : divorced/separated/married, none,2,0<=100003,27,none,own,2,skilled employee / official,1,none,yes,0,1
102391,NA,18,existing credits paid back duly till now,car (new),1820,<1000,1 < = < 4 years,2,male : married/widowed, none,2,0<=100002,30,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,yes; registered under the customer�s name,yes,0,1
102392,0<=10000,12,existing credits paid back duly till now,furniture/equipment,983,>= 10000,< 1 year,1,female : divorced/separated/married, none,4,0<=100001,19,none,rent,1,unskilled - resident,1,none,yes,0,1
102393,<0,36,existing credits paid back duly till now,car (new),3249,<1000,4 < = < 7 years,2,male : single, none,4,0<=100004,39,bank,for free,1,management/ self-employed/ highly qualified employee/ officer,2,yes; registered under the customer�s name,yes,0,1
102394,<0,6,critical account/other credits existing(not at this bank),radio/television,1957,<1000,4 < = < 7 years,1,female : divorced/separated/married, none,4,0<=100003,31,none,own,1,skilled employee / official,1,none,yes,0,1
102395,NA,9,critical account/other credits existing(not at this bank),furniture/equipment,2406,<1000, unemployed,2,male : single, none,3,0<=100003,31,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,none,yes,0,1
102396,0<=10000,39,delay in paying off in the past,education,11760,1000 <= 5000,4 < = < 7 years,2,male : single, none,3,0<=100004,32,none,rent,1,skilled employee / official,1,yes; registered under the customer�s name,yes,0,1
102397,<0,12,existing credits paid back duly till now,furniture/equipment,2578,<1000, unemployed,3,female : divorced/separated/married, none,4,0<=100004,55,none,for free,1,management/ self-employed/ highly qualified employee/ officer,1,none,yes,0,1
102398,<0,36,critical account/other credits existing(not at this bank),furniture/equipment,2348,<1000,1 < = < 4 years,3,male : married/widowed, none,2,0<=100002,46,none,own,2,skilled employee / official,1,yes; registered under the customer�s name,yes,0,1
102399,0<=10000,12,existing credits paid back duly till now,car (new),1223,<1000,>= 7 years,1,male : divorced/separated, none,1,0<=100001,46,none,rent,2,skilled employee / official,1,none,yes,1,1
102400,NA,24,critical account/other credits existing(not at this bank),radio/television,1516,>= 10000,1 < = < 4 years,4,female : divorced/separated/married, none,1,0<=100001,43,none,own,2,unskilled - resident,1,none,yes,0,1
